Distance entre avions : 8.0 
Nombre de simulations : 100000 
Distance, Probability, Error, Relative error, mu 
 
8.0, 4.776E-08, 8.437E-09, 17.66\%, 100000, -6.737 
8.0, 4.612E-08, 1.059E-08, 22.96\%, 100000, -5.474 
8.0, 3.727E-08, 5.715E-09, 15.33\%, 100000, -8.000 
8.0, 4.960E-08, 9.592E-09, 19.34\%, 100000, -6.737 
8.0, 4.378E-08, 1.087E-08, 24.83\%, 100000, -3.789 
8.0, 4.349E-08, 7.447E-09, 17.12\%, 100000, -4.632 
8.0, 3.502E-08, 6.884E-09, 19.66\%, 100000, -8.000 
8.0, 4.066E-08, 5.167E-09, 12.71\%, 100000, -5.895 
8.0, 5.344E-08, 1.015E-08, 18.99\%, 100000, -6.316 
8.0, 5.900E-08, 1.132E-08, 19.20\%, 100000, -5.474 
8.0, 4.845E-08, 1.000E-08, 20.64\%, 100000, -5.895 
8.0, 5.317E-08, 1.349E-08, 25.37\%, 100000, -5.053 
8.0, 3.565E-08, 5.185E-09, 14.54\%, 100000, -8.000 
8.0, 5.216E-08, 8.750E-09, 16.77\%, 100000, -5.474 
8.0, 5.123E-08, 1.133E-08, 22.11\%, 100000, -7.579 
8.0, 4.425E-08, 9.017E-09, 20.38\%, 100000, -7.579 
8.0, 4.594E-08, 7.970E-09, 17.35\%, 100000, -7.158 
8.0, 5.515E-08, 1.685E-08, 30.56\%, 100000, -7.158 
8.0, 3.731E-08, 1.838E-08, 49.26\%, 100000, -2.947 
8.0, 4.986E-08, 1.455E-08, 29.17\%, 100000, -3.789 
8.0, 3.996E-08, 7.721E-09, 19.32\%, 100000, -7.579 
8.0, 4.489E-08, 8.736E-09, 19.46\%, 100000, -6.316 
8.0, 6.604E-08, 1.372E-08, 20.77\%, 100000, -5.474 
Real value : 2.099158843416049e-07
