Distance entre avions : 6.0 
Nombre de simulations : 100 
Distance, Probability, Error, Relative error, mu 
 
6.0, 3.906E-03, 100 
6.0, 1.221E-04, 100 
6.0, 3.906E-03, 100 
6.0, 7.812E-03, 100 
6.0, 9.766E-04, 100 
6.0, 1.953E-03, 100 
6.0, 4.883E-04, 100 
6.0, 1.953E-03, 100 
6.0, 3.906E-03, 100 
6.0, 2.441E-04, 100 
6.0, 2.441E-04, 100 
6.0, 4.883E-04, 100 
6.0, 9.766E-04, 100 
6.0, 7.629E-06, 100 
6.0, 1.953E-03, 100 
6.0, 1.953E-03, 100 
6.0, 1.953E-03, 100 
6.0, 4.883E-04, 100 
6.0, 1.562E-02, 100 
6.0, 9.766E-04, 100 
6.0, 1.221E-04, 100 
6.0, 7.812E-03, 100 
6.0, 4.883E-04, 100 
Real value : 0.00010690333205987113 
6.0, 2.537E-03, 2.430E-03, 2273.426, 100 
