Distance entre avions : 4.0 
Nombre de simulations : 100 
Distance, Probability, Error, Relative error, mu 
 
4.0, 7.711E-03, 3.235E-03, 41.96\%, 100, -4.000 
4.0, 1.211E-02, 3.079E-03, 25.41\%, 100, -2.947 
4.0, 9.955E-03, 4.349E-03, 43.68\%, 100, -3.158 
4.0, 9.610E-03, 5.368E-03, 55.86\%, 100, -1.895 
4.0, 1.000E-02, 1.940E-02, 194.03\%, 100, 0.000 
4.0, 9.533E-03, 4.759E-03, 49.92\%, 100, -4.000 
4.0, 6.884E-03, 2.592E-03, 37.65\%, 100, -4.000 
4.0, 1.107E-02, 4.303E-03, 38.88\%, 100, -2.316 
4.0, 5.189E-03, 2.144E-03, 41.32\%, 100, -2.316 
4.0, 1.010E-02, 5.487E-03, 54.32\%, 100, -3.368 
4.0, 7.732E-03, 3.294E-03, 42.60\%, 100, -4.000 
4.0, 1.598E-02, 7.647E-03, 47.86\%, 100, -2.737 
4.0, 5.311E-03, 1.818E-03, 34.24\%, 100, -4.000 
4.0, 1.728E-02, 7.254E-03, 41.98\%, 100, -2.526 
4.0, 8.428E-03, 2.738E-03, 32.49\%, 100, -4.000 
4.0, 9.694E-03, 3.456E-03, 35.66\%, 100, -3.579 
4.0, 1.419E-02, 4.885E-03, 34.43\%, 100, -2.526 
4.0, 1.229E-02, 6.072E-03, 49.40\%, 100, -2.105 
4.0, 6.998E-03, 2.744E-03, 39.22\%, 100, -4.000 
4.0, 8.222E-03, 3.578E-03, 43.52\%, 100, -2.526 
4.0, 1.180E-02, 6.429E-03, 54.51\%, 100, -1.684 
4.0, 7.596E-03, 3.251E-03, 42.80\%, 100, -2.526 
4.0, 1.259E-02, 5.653E-03, 44.91\%, 100, -2.105 
Real value : 0.019887084120363108
