Distance entre avions : 10.0 
Nombre de simulations : 1000 
Distance, Probability, Error, Relative error, mu 
 
10.0, 1.406E-13, 2.753E-13, 195.80\%, 1000, -5.263 
10.0, 4.346E-13, 1.991E-13, 45.80\%, 1000, -10.000 
10.0, 6.156E-14, 9.972E-14, 161.98\%, 1000, -5.789 
10.0, 1.056E-12, 7.771E-13, 73.61\%, 1000, -6.842 
10.0, 1.448E-12, 8.731E-13, 60.29\%, 1000, -8.421 
10.0, 3.155E-13, 3.252E-13, 103.08\%, 1000, -6.316 
10.0, 7.818E-13, 3.611E-13, 46.19\%, 1000, -10.000 
10.0, 6.205E-13, 3.879E-13, 62.52\%, 1000, -8.421 
10.0, 2.270E-13, 2.919E-13, 128.59\%, 1000, -5.789 
10.0, 9.158E-13, 6.182E-13, 67.51\%, 1000, -8.947 
10.0, 3.985E-13, 1.579E-13, 39.64\%, 1000, -9.474 
10.0, 8.574E-13, 5.515E-13, 64.32\%, 1000, -9.474 
10.0, 8.746E-13, 5.021E-13, 57.41\%, 1000, -8.947 
10.0, 5.988E-13, 3.120E-13, 52.11\%, 1000, -7.368 
10.0, 4.107E-13, 1.519E-13, 36.98\%, 1000, -10.000 
10.0, 3.954E-13, 3.090E-13, 78.14\%, 1000, -6.842 
10.0, 7.095E-14, 1.389E-13, 195.80\%, 1000, -5.789 
10.0, 7.050E-13, 3.006E-13, 42.64\%, 1000, -8.947 
10.0, 2.282E-13, 4.469E-13, 195.80\%, 1000, -5.789 
10.0, 1.249E-12, 5.884E-13, 47.13\%, 1000, -8.947 
10.0, 1.445E-13, 2.567E-13, 177.65\%, 1000, -5.789 
10.0, 1.184E-12, 9.739E-13, 82.28\%, 1000, -8.421 
10.0, 6.882E-13, 3.386E-13, 49.21\%, 1000, -8.947 
Real value : 1.4364065492600275e-12
