Distance entre avions : 4.0 
Nombre de simulations : 1000 
Distance, Probability, Error, Relative error, mu 
 
4.0, 1.884E-02, 1000 
4.0, 1.011E-02, 1000 
4.0, 1.562E-02, 1000 
4.0, 1.562E-02, 1000 
4.0, 1.020E-02, 1000 
4.0, 8.875E-03, 1000 
4.0, 1.581E-02, 1000 
4.0, 1.897E-02, 1000 
4.0, 7.258E-03, 1000 
4.0, 1.223E-02, 1000 
4.0, 1.228E-02, 1000 
4.0, 1.002E-02, 1000 
4.0, 1.150E-02, 1000 
4.0, 1.441E-02, 1000 
4.0, 1.345E-02, 1000 
4.0, 1.383E-02, 1000 
4.0, 1.275E-02, 1000 
4.0, 7.812E-03, 1000 
4.0, 5.117E-03, 1000 
4.0, 1.956E-02, 1000 
4.0, 1.227E-02, 1000 
4.0, 4.742E-03, 1000 
4.0, 6.789E-03, 1000 
Real value : 0.0200996258733519 
4.0, 1.209E-02, -8.009E-03, -39.848, 1000 
