Distance entre avions : 5.0 
Nombre de simulations : 100000 
Prob IS: 0.00119103454177 ; Error : 0.000152183977765 ; mu : -5.0 
Prob IS: 0.00199381625339 ; Error : 0.000202709828066 ; mu : -0.789473684211 
Prob IS: 0.00108680237339 ; Error : 0.000154966182952 ; mu : -5.0 
Prob IS: 0.00128631149305 ; Error : 0.000206634336695 ; mu : -5.0 
Prob IS: 0.00192077955624 ; Error : 0.000200615407911 ; mu : -0.789473684211 
Prob IS: 0.0018219875723 ; Error : 0.000184287030229 ; mu : -1.05263157895 
Prob IS: 0.00163021378938 ; Error : 0.00019046094623 ; mu : -2.89473684211 
Prob IS: 0.00194997005467 ; Error : 0.000204083387484 ; mu : -0.789473684211 
Prob IS: 0.00210171178268 ; Error : 0.0002251345262 ; mu : -0.789473684211 
Prob IS: 0.00222476422038 ; Error : 0.000243729551919 ; mu : -0.526315789474 
Prob IS: 0.00212312087036 ; Error : 0.000234387081762 ; mu : -0.526315789474 
Prob IS: 0.00124102979767 ; Error : 0.000185128802301 ; mu : -5.0 
Prob IS: 0.0014830485068 ; Error : 0.000148654413987 ; mu : -3.68421052632 
Prob IS: 0.00146510651805 ; Error : 0.000156546500357 ; mu : -3.94736842105 
Prob IS: 0.00104339619124 ; Error : 0.000120126196153 ; mu : -5.0 
Prob IS: 0.00154682593795 ; Error : 0.000159586733001 ; mu : -3.15789473684 
Prob IS: 0.00211094698652 ; Error : 0.000229253970423 ; mu : -0.526315789474 
Prob IS: 0.00123390259563 ; Error : 0.000209516840941 ; mu : -4.73684210526 
Prob IS: 0.00104607409982 ; Error : 0.000113420979477 ; mu : -5.0 
Prob IS: 0.00206829904323 ; Error : 0.00022434146192 ; mu : -0.526315789474 
Prob IS: 0.00210063173367 ; Error : 0.000238510497962 ; mu : -0.526315789474 
Prob IS: 0.0021095139881 ; Error : 0.000226172092307 ; mu : -0.789473684211 
Prob IS: 0.00211561301146 ; Error : 0.000221721150939 ; mu : -0.789473684211 
Real value : 0.00209754134345963
