Distance entre avions : 4.0 
Nombre de simulations : 100 
Distance, Probability, Error, Relative error, mu 
 
4.0, 3.125E-02, 100 
4.0, 1.562E-02, 100 
4.0, 3.125E-02, 100 
4.0, 3.125E-02, 100 
4.0, 2.875E-02, 100 
4.0, 3.125E-02, 100 
4.0, 3.125E-02, 100 
4.0, 1.562E-02, 100 
4.0, 5.938E-03, 100 
4.0, 4.188E-02, 100 
4.0, 3.125E-02, 100 
4.0, 3.125E-02, 100 
4.0, 1.562E-02, 100 
4.0, 3.125E-02, 100 
4.0, 2.344E-02, 100 
4.0, 3.094E-02, 100 
4.0, 3.125E-02, 100 
4.0, 2.094E-02, 100 
4.0, 1.844E-02, 100 
4.0, 3.125E-02, 100 
4.0, 3.125E-02, 100 
4.0, 3.125E-02, 100 
4.0, 1.391E-02, 100 
Real value : 0.020416921711640335 
4.0, 2.635E-02, 5.935E-03, 29.069, 100 
