Distance entre avions : 10.0 
Nombre de simulations : 100000 
Prob IS: 2.5077495904e-13 ; Error : 4.91514004505e-13 ; mu : -3.68421052632 
Prob IS: 2.41828232402e-12 ; Error : 4.74865110146e-13 ; mu : -9.47368421053 
Prob IS: 3.12413051046e-12 ; Error : 7.91783553634e-13 ; mu : -8.94736842105 
Prob IS: 2.86978518047e-12 ; Error : 8.04350704817e-13 ; mu : -10.0 
Prob IS: 2.85950410311e-12 ; Error : 7.70871171827e-13 ; mu : -6.31578947368 
Prob IS: 2.59801226824e-12 ; Error : 5.5870026487e-13 ; mu : -8.94736842105 
Prob IS: 3.55438574348e-12 ; Error : 8.4745762931e-13 ; mu : -7.36842105263 
Prob IS: 3.38066900515e-12 ; Error : 9.53330447551e-13 ; mu : -7.36842105263 
Prob IS: 2.80631502641e-12 ; Error : 6.40288859029e-13 ; mu : -9.47368421053 
Prob IS: 1.59819218954e-13 ; Error : 2.28859695942e-13 ; mu : -4.21052631579 
Prob IS: 2.55936326108e-12 ; Error : 4.76946326581e-13 ; mu : -8.94736842105 
Prob IS: 2.96104548409e-12 ; Error : 7.71446373398e-13 ; mu : -7.89473684211 
Prob IS: 2.7067360246e-12 ; Error : 5.65302822558e-13 ; mu : -8.42105263158 
Prob IS: 2.94134696808e-12 ; Error : 7.24185763256e-13 ; mu : -9.47368421053 
Prob IS: 3.24198777953e-12 ; Error : 6.49441509621e-13 ; mu : -6.84210526316 
Prob IS: 3.26900375342e-12 ; Error : 7.59571639888e-13 ; mu : -9.47368421053 
Prob IS: 2.55177793923e-12 ; Error : 5.65572643582e-13 ; mu : -9.47368421053 
Prob IS: 1.4823867357e-12 ; Error : 6.07183346222e-13 ; mu : -5.26315789474 
Prob IS: 1.09754616169e-12 ; Error : 8.84050571018e-13 ; mu : -4.73684210526 
Prob IS: 3.32961362474e-12 ; Error : 8.46797863241e-13 ; mu : -6.84210526316 
Prob IS: 3.08333561538e-12 ; Error : 5.0633768367e-13 ; mu : -7.89473684211 
Prob IS: 3.04811026222e-12 ; Error : 5.97935911715e-13 ; mu : -7.89473684211 
Prob IS: 2.17491540977e-12 ; Error : 3.428771063e-13 ; mu : -10.0 
Real value : 1.4295231665073516e-12
