Distance entre avions : 6.0 
Nombre de simulations : 100 
Distance, Probability, Error, Relative error, mu 
 
6.0, 1.315E-05, 8.281E-06, 62.97\%, 100, -6.000 
6.0, 2.290E-05, 1.007E-05, 43.97\%, 100, -6.000 
6.0, 9.425E-06, 1.294E-05, 137.32\%, 100, -2.842 
6.0, 2.046E-05, 1.252E-05, 61.16\%, 100, -6.000 
6.0, 2.545E-05, 1.765E-05, 69.35\%, 100, -5.053 
6.0, 8.135E-05, 6.455E-05, 79.35\%, 100, -6.000 
6.0, 2.209E-05, 1.734E-05, 78.48\%, 100, -6.000 
6.0, 3.017E-05, 1.647E-05, 54.61\%, 100, -5.053 
6.0, 2.045E-05, 1.028E-05, 50.28\%, 100, -5.368 
6.0, 7.986E-06, 1.066E-05, 133.53\%, 100, -3.158 
6.0, 1.942E-05, 1.072E-05, 55.22\%, 100, -5.684 
6.0, 1.029E-05, 5.063E-06, 49.19\%, 100, -5.053 
6.0, 3.341E-05, 1.906E-05, 57.03\%, 100, -5.368 
6.0, 1.964E-05, 1.817E-05, 92.52\%, 100, -3.158 
6.0, 3.735E-05, 2.725E-05, 72.96\%, 100, -6.000 
6.0, 3.738E-05, 2.104E-05, 56.31\%, 100, -5.368 
6.0, 1.105E-05, 5.261E-06, 47.63\%, 100, -4.737 
6.0, 2.983E-05, 1.787E-05, 59.91\%, 100, -6.000 
6.0, 2.739E-05, 1.848E-05, 67.47\%, 100, -5.368 
6.0, 4.433E-06, 6.049E-06, 136.45\%, 100, -3.158 
6.0, 2.006E-06, 3.891E-06, 194.03\%, 100, -3.158 
6.0, 2.272E-05, 1.272E-05, 56.00\%, 100, -5.053 
6.0, 8.522E-06, 3.742E-06, 43.91\%, 100, -5.684 
Real value : 0.00011377964827818943
