Distance entre avions : 4.0 
Nombre de simulations : 100 
Distance, Probability, Error, Relative error, mu 
 
4.0, 3.858E-52, 7.095E-52, 183.87\%, 100, -4.000 
4.0, 6.809E-42, 1.321E-41, 194.03\%, 100, -4.000 
4.0, 3.891E-44, 7.546E-44, 193.93\%, 100, -4.000 
4.0, 9.726E-48, 1.783E-47, 183.31\%, 100, -4.000 
4.0, 1.039E-46, 1.901E-46, 182.94\%, 100, -4.000 
4.0, 2.670E-45, 5.164E-45, 193.43\%, 100, -4.000 
4.0, 2.626E-44, 5.081E-44, 193.48\%, 100, -4.000 
4.0, 4.696E-49, 7.976E-49, 169.86\%, 100, -4.000 
4.0, 3.174E-49, 5.410E-49, 170.46\%, 100, -4.000 
4.0, 2.271E-45, 4.345E-45, 191.28\%, 100, -4.000 
4.0, 3.351E-41, 6.503E-41, 194.03\%, 100, -4.000 
4.0, 1.828E-48, 3.237E-48, 177.11\%, 100, -4.000 
4.0, 1.002E-44, 1.943E-44, 193.94\%, 100, -4.000 
4.0, 2.876E-46, 5.346E-46, 185.88\%, 100, -4.000 
4.0, 6.425E-49, 1.135E-48, 176.61\%, 100, -4.000 
4.0, 5.709E-47, 1.107E-46, 193.87\%, 100, -4.000 
4.0, 4.692E-44, 7.266E-44, 154.85\%, 100, -4.000 
4.0, 5.636E-49, 7.755E-49, 137.59\%, 100, -4.000 
4.0, 2.873E-48, 5.239E-48, 182.37\%, 100, -4.000 
4.0, 3.227E-47, 4.052E-47, 125.54\%, 100, -4.000 
4.0, 1.557E-49, 2.118E-49, 135.98\%, 100, -4.000 
4.0, 1.430E-42, 2.774E-42, 194.02\%, 100, -4.000 
4.0, 7.928E-48, 1.535E-47, 193.59\%, 100, -4.000 
Real value : 0.020471220697032888
