Distance entre avions : 6.0 
Nombre de simulations : 100000 
Distance, Probability, Error, Relative error, mu 
 
6.0, 6.595E-05, 100000 
6.0, 6.300E-05, 100000 
6.0, 7.911E-05, 100000 
6.0, 6.921E-05, 100000 
6.0, 1.221E-04, 100000 
6.0, 8.946E-05, 100000 
6.0, 5.337E-05, 100000 
6.0, 1.288E-04, 100000 
6.0, 5.711E-05, 100000 
6.0, 6.104E-05, 100000 
6.0, 5.000E-05, 100000 
6.0, 8.957E-05, 100000 
6.0, 4.305E-05, 100000 
6.0, 5.134E-05, 100000 
6.0, 7.762E-05, 100000 
6.0, 6.966E-05, 100000 
6.0, 6.104E-05, 100000 
6.0, 1.144E-04, 100000 
6.0, 3.052E-05, 100000 
6.0, 5.169E-05, 100000 
6.0, 6.104E-05, 100000 
6.0, 7.881E-05, 100000 
6.0, 1.221E-04, 100000 
Real value : 0.00010679589275519596 
6.0, 7.348E-05, -3.332E-05, -31.200, 100000 
