Distance entre avions : 6.0 
Nombre de simulations : 1000 
Distance, Probability, Error, Relative error, mu 
 
6.0, 1.196E-112, 1.328E-112, 111.04\%, 1000, -6.000 
6.0, 7.951E-106, 1.557E-105, 195.80\%, 1000, -6.000 
6.0, 5.924E-114, 1.156E-113, 195.20\%, 1000, -6.000 
6.0, 4.711E-103, 9.225E-103, 195.80\%, 1000, -6.000 
6.0, 1.326E-109, 2.414E-109, 182.00\%, 1000, -6.000 
6.0, 1.234E-110, 2.166E-110, 175.57\%, 1000, -6.000 
6.0, 3.062E-116, 5.885E-116, 192.16\%, 1000, -6.000 
6.0, 7.628E-112, 1.226E-111, 160.69\%, 1000, -6.000 
6.0, 1.755E-113, 3.374E-113, 192.27\%, 1000, -6.000 
6.0, 7.463E-110, 1.461E-109, 195.80\%, 1000, -6.000 
6.0, 1.651E-106, 3.234E-106, 195.80\%, 1000, -6.000 
6.0, 6.190E-112, 1.030E-111, 166.41\%, 1000, -6.000 
6.0, 2.212E-115, 4.031E-115, 182.21\%, 1000, -6.000 
6.0, 2.132E-115, 3.802E-115, 178.34\%, 1000, -6.000 
6.0, 2.002E-113, 3.118E-113, 155.74\%, 1000, -6.000 
6.0, 2.535E-112, 3.744E-112, 147.65\%, 1000, -6.000 
6.0, 1.719E-108, 3.365E-108, 195.79\%, 1000, -6.000 
6.0, 4.733E-109, 8.284E-109, 175.03\%, 1000, -6.000 
6.0, 6.828E-103, 1.337E-102, 195.80\%, 1000, -6.000 
6.0, 1.058E-108, 1.648E-108, 155.81\%, 1000, -6.000 
6.0, 2.183E-111, 4.272E-111, 195.69\%, 1000, -6.000 
6.0, 1.215E-103, 2.379E-103, 195.80\%, 1000, -6.000 
6.0, 9.922E-110, 1.943E-109, 195.80\%, 1000, -6.000 
Real value : 0.0001213597100627739
