Distance entre avions : 6.0 
Nombre de simulations : 1000 
Distance, Probability, Error, Relative error, mu 
 
6.0, 9.766E-04, 1000 
6.0, 6.104E-05, 1000 
6.0, 9.766E-04, 1000 
6.0, 9.766E-04, 1000 
6.0, 1.953E-03, 1000 
6.0, 3.906E-03, 1000 
6.0, 2.441E-04, 1000 
6.0, 1.221E-04, 1000 
6.0, 9.766E-04, 1000 
6.0, 4.883E-04, 1000 
6.0, 2.441E-04, 1000 
6.0, 4.883E-04, 1000 
6.0, 1.221E-04, 1000 
6.0, 2.441E-04, 1000 
6.0, 4.883E-04, 1000 
6.0, 6.104E-05, 1000 
6.0, 4.883E-04, 1000 
6.0, 6.104E-05, 1000 
6.0, 3.052E-05, 1000 
6.0, 6.104E-05, 1000 
6.0, 1.221E-04, 1000 
6.0, 9.766E-04, 1000 
6.0, 9.766E-04, 1000 
Real value : 0.00011768767324071838 
6.0, 6.541E-04, 5.364E-04, 455.825, 1000 
