Distance entre avions : 2.0 
Nombre de simulations : 100000 
Prob IS: 0.39474813464 ; Error : 0.00135819117767 ; mu : -0.421052631579 
Prob IS: 0.399299467425 ; Error : 0.00133586782376 ; mu : -0.421052631579 
Prob IS: 0.399020315902 ; Error : 0.00133991560719 ; mu : -0.421052631579 
Prob IS: 0.397342865828 ; Error : 0.0013480791587 ; mu : -0.421052631579 
Prob IS: 0.399584062094 ; Error : 0.00131989442637 ; mu : -0.421052631579 
Prob IS: 0.400971872695 ; Error : 0.0013292639745 ; mu : -0.421052631579 
Prob IS: 0.398689719852 ; Error : 0.00133735062142 ; mu : -0.421052631579 
Prob IS: 0.399317246596 ; Error : 0.00133444572837 ; mu : -0.421052631579 
Prob IS: 0.401874468262 ; Error : 0.00129365866476 ; mu : -0.421052631579 
Prob IS: 0.396513243 ; Error : 0.00133449003177 ; mu : -0.421052631579 
Prob IS: 0.400358343106 ; Error : 0.00132161034537 ; mu : -0.421052631579 
Prob IS: 0.398750551981 ; Error : 0.00134302386823 ; mu : -0.421052631579 
Prob IS: 0.398310436771 ; Error : 0.00133816347897 ; mu : -0.421052631579 
Prob IS: 0.398288902717 ; Error : 0.00134941829341 ; mu : -0.421052631579 
Prob IS: 0.39962548573 ; Error : 0.00132313315462 ; mu : -0.421052631579 
Prob IS: 0.400848993292 ; Error : 0.00130936692535 ; mu : -0.421052631579 
Prob IS: 0.397189303775 ; Error : 0.00134752442432 ; mu : -0.421052631579 
Prob IS: 0.398183441293 ; Error : 0.00132969886869 ; mu : -0.421052631579 
Prob IS: 0.397071286473 ; Error : 0.00134609760856 ; mu : -0.421052631579 
Prob IS: 0.39701870805 ; Error : 0.00133476905885 ; mu : -0.421052631579 
Prob IS: 0.39752686788 ; Error : 0.00134854547992 ; mu : -0.421052631579 
Prob IS: 0.401033190851 ; Error : 0.00130046934413 ; mu : -0.421052631579 
Prob IS: 0.397719842532 ; Error : 0.00134469346771 ; mu : -0.421052631579 
Real value : 0.39906769915976026
