Distance entre avions : 10.0 
Nombre de simulations : 100000 
Distance, Probability, Error, Relative error, mu 
 
10.0, 3.119E-13, 6.113E-13, 196.00\%, 100000, -3.684 
10.0, 2.567E-12, 4.431E-13, 17.26\%, 100000, -8.947 
10.0, 2.937E-12, 6.415E-13, 21.84\%, 100000, -9.474 
10.0, 3.597E-12, 9.828E-13, 27.33\%, 100000, -8.947 
10.0, 2.744E-12, 4.673E-13, 17.03\%, 100000, -8.947 
10.0, 2.944E-12, 6.276E-13, 21.32\%, 100000, -8.421 
10.0, 1.930E-13, 3.783E-13, 196.00\%, 100000, -3.684 
10.0, 3.100E-12, 5.171E-13, 16.68\%, 100000, -8.421 
10.0, 2.477E-12, 4.755E-13, 19.19\%, 100000, -10.000 
10.0, 3.859E-13, 4.966E-13, 128.69\%, 100000, -4.211 
10.0, 2.310E-12, 3.746E-13, 16.21\%, 100000, -9.474 
10.0, 2.643E-12, 4.888E-13, 18.49\%, 100000, -7.895 
10.0, 2.828E-12, 6.464E-13, 22.86\%, 100000, -9.474 
10.0, 3.020E-12, 7.691E-13, 25.46\%, 100000, -9.474 
10.0, 2.516E-12, 5.534E-13, 21.99\%, 100000, -9.474 
10.0, 2.850E-12, 6.028E-13, 21.15\%, 100000, -9.474 
10.0, 3.597E-13, 5.855E-13, 162.80\%, 100000, -4.211 
10.0, 2.622E-12, 5.522E-13, 21.06\%, 100000, -8.421 
10.0, 2.967E-12, 7.174E-13, 24.18\%, 100000, -6.842 
10.0, 2.524E-12, 4.920E-13, 19.50\%, 100000, -10.000 
10.0, 1.467E-12, 5.596E-13, 38.14\%, 100000, -5.789 
10.0, 2.337E-12, 9.475E-13, 40.54\%, 100000, -5.263 
10.0, 3.987E-12, 1.078E-12, 27.03\%, 100000, -8.947 
Real value : 1.4331869024886146e-12
