Distance entre avions : 2.0 
Nombre de simulations : 100000 
Prob IS: 0.39987 ; Error : 0.00175393134117 ; mu : 0.0 
Prob IS: 0.40049 ; Error : 0.0017498477787 ; mu : 0.0 
Prob IS: 0.39484 ; Error : 0.00178610476678 ; mu : 0.0 
Prob IS: 0.39902 ; Error : 0.00175948708962 ; mu : 0.0 
Prob IS: 0.40131 ; Error : 0.00174440625217 ; mu : 0.0 
Prob IS: 0.40058 ; Error : 0.00174925280783 ; mu : 0.0 
Prob IS: 0.39992 ; Error : 0.00175360299848 ; mu : 0.0 
Prob IS: 0.39905 ; Error : 0.00175929184024 ; mu : 0.0 
Prob IS: 0.39739 ; Error : 0.00177000453918 ; mu : 0.0 
Prob IS: 0.39838 ; Error : 0.00176363792035 ; mu : 0.0 
Prob IS: 0.39745 ; Error : 0.00176962054687 ; mu : 0.0 
Prob IS: 0.398 ; Error : 0.00176608942922 ; mu : 0.0 
Prob IS: 0.39851 ; Error : 0.00176279701874 ; mu : 0.0 
Prob IS: 0.39656 ; Error : 0.00177529192665 ; mu : 0.0 
Prob IS: 0.39677 ; Error : 0.00177395846271 ; mu : 0.0 
Prob IS: 0.39483 ; Error : 0.00178616706866 ; mu : 0.0 
Prob IS: 0.39967 ; Error : 0.0017552430034 ; mu : 0.0 
Prob IS: 0.39791 ; Error : 0.00176666863167 ; mu : 0.0 
Prob IS: 0.39959 ; Error : 0.00175576690382 ; mu : 0.0 
Prob IS: 0.39907 ; Error : 0.0017591616401 ; mu : 0.0 
Prob IS: 0.39909 ; Error : 0.00175903141286 ; mu : 0.0 
Prob IS: 0.39926 ; Error : 0.00175792338593 ; mu : 0.0 
Prob IS: 0.39793 ; Error : 0.00176653996687 ; mu : 0.0 
Real value : 0.3979739424130596
